Experiment,Region,Genotype,Condition,Intensity,Period,Amplitude,Phase,RAE
Dull634,276,Col,cR+cB,10,25.82,18890,12.52,0.21
Dull634,277,Col,cR+cB,10,24.5,15380,7.91,0.21
Dull634,278,Col,cR+cB,10,25.75,8565,8.73,0.5
Dull634,344,Col,cR+cB,100,22.51,13420,3.4,0.25
Dull634,345,Col,cR+cB,100,21.7,21040,2.33,0.14
Dull634,346,Col,cR+cB,100,21.75,11230,0.86,0.26
Dull634,347,Col,cR+cB,100,22.61,18530,4.43,0.31
Dull634,348,Col,cR+cB,100,27.93,6122,-10.78,0.64
Dull634,349,Col,cR+cB,100,21.49,7876,1.95,0.22
Dull634,350,Col,cR+cB,100,22.06,20220,2.92,0.18
Dull634,351,Col,cR+cB,100,22.04,25000,3.93,0.16
Dull634,352,Col,cR+cB,100,22.17,5886,1.96,0.37
Dull634,353,Col,cR+cB,100,23.07,39790,6.24,0.24
Dull634,354,Col,cR+cB,100,23.68,9592,7.17,0.57
Dull634,355,Col,cR+cB,100,21.57,4776,3.59,0.39
Dull634,356,Col,cR+cB,100,22.49,6102,4.35,0.52
Dull634,407,Col,cR+cB,100,26.62,6981,12.68,0.43
Dull634,408,Col,cR+cB,100,27.71,8668,-10.41,0.39
Dull634,409,Col,cR+cB,100,22.24,15500,4.47,0.28
Dull634,410,Col,cR+cB,100,22.13,10490,2.85,0.26
Dull634,411,Col,cR+cB,100,21.6,7964,1.74,0.27
Dull634,412,Col,cR+cB,100,23.64,36080,7.27,0.26
Dull634,413,Col,cR+cB,100,21.99,23260,3.17,0.2
Dull634,414,Col,cR+cB,100,24.7,11600,8.25,0.24
Dull634,415,Col,cR+cB,100,20,12690,-0.24,0.43
Dull634,416,Col,cR+cB,100,22.56,15700,5.33,0.24
Dull634,417,Col,cR+cB,100,25.72,7635,-11.46,0.26
Dull634,418,Col,cR+cB,100,23.66,18380,6.96,0.32
Dull634,467,Col,cR+cB,200,26.28,8432,-12.13,0.28
Dull634,468,Col,cR+cB,200,24.59,33120,11.34,0.24
Dull634,469,Col,cR+cB,200,25.5,19120,10.3,0.3
Dull634,470,Col,cR+cB,200,23.19,4315,5.81,0.5
Dull634,471,Col,cR+cB,200,21.61,9638,0.52,0.46
Dull634,472,Col,cR+cB,200,25.2,9007,11.36,0.39
Dull634,473,Col,cR+cB,200,23.57,6282,5.63,0.45
Dull634,474,Col,cR+cB,200,22.81,12960,4.84,0.3
Dull634,475,Col,cR+cB,200,23.5,16780,7.03,0.36
Dull634,476,Col,cR+cB,200,26.18,8064,10.76,0.44
Dull634,477,Col,cR+cB,200,26.07,4732,11.5,0.33
Dull634,478,Col,cR+cB,200,24.69,5317,10.36,0.51
Dull634,479,Col,cR+cB,200,24.72,2790,9.16,0.37
Dull617,17,rve468,cB,200,31.86,10880,15.03,0.28
Dull617,18,rve468,cB,200,31.56,6364,-15.05,0.2
Dull617,19,rve468,cB,200,30.57,6452,14.74,0.37
Dull617,20,rve468,cB,200,31.11,8424,12.63,0.29
Dull617,21,rve468,cB,200,30.09,8789,13.86,0.22
Dull617,22,rve468,cB,200,30.53,11980,13.09,0.21
Dull617,23,rve468,cB,200,32.23,6121,15.29,0.32
Dull617,24,rve468,cB,200,29.93,5038,10.48,0.26
Dull617,25,rve468,cB,200,34.1,8078,-12.15,0.28
Dull617,26,rve468,cB,200,30.06,8271,13.97,0.3
Dull617,27,rve468,cB,200,32.39,6597,-14.77,0.38
Dull617,28,rve468,cB,200,29.9,6142,12.31,0.11
Dull617,29,rve468,cB,200,29.58,13370,12.31,0.29
Dull617,30,rve468,cB,200,31.51,8834,-14.08,0.26
Dull617,31,rve468,cB,200,34.75,4565,-11.94,0.32
Dull617,32,rve468,cB,200,34.05,5786,-11.31,0.41
Dull617,33,rve468,cB,200,32.41,9385,-15.2,0.23
Dull617,34,rve468,cB,200,29.95,1788,13.58,0.44
Dull617,270,rve468,cB,10,30.9,1087,15.38,0.25
Dull617,271,rve468,cB,10,NA,NA,NA,NA
Dull617,272,rve468,cB,10,29.23,1639,12.39,0.26
Dull617,273,rve468,cB,10,30.02,1124,13.86,0.2
Dull617,274,rve468,cB,10,31.04,2952,-15.44,0.52
Dull617,275,rve468,cB,10,29.48,2953,10.31,0.31
Dull617,276,rve468,cB,10,27.23,1762,5.06,0.33
Dull617,277,rve468,cB,10,29.17,3008,11.01,0.19
Dull617,278,rve468,cB,10,31.11,4601,-15.45,0.13
Dull617,279,rve468,cB,10,29.73,2820,12.73,0.22
Dull617,280,rve468,cB,10,30.28,5885,15.01,0.08
Dull617,281,rve468,cB,10,31.06,5889,-12.59,0.31
Dull617,282,rve468,cB,10,27.45,5783,8.82,0.17
Dull617,283,rve468,cB,10,29.55,3841,12.86,0.27
Dull617,284,rve468,cB,10,29.82,11430,12.91,0.09
Dull617,285,rve468,cB,10,31.33,4188,-12.63,0.28
Dull617,286,rve468,cB,10,30.39,4896,-14.14,0.19
Dull617,287,rve468,cB,10,30.31,7025,-14.43,0.15
Dull619,37,rve468,cR,100,28.39,6781,7.17,0.16
Dull619,38,rve468,cR,100,29.31,7378,9.19,0.29
Dull619,39,rve468,cR,100,29.01,7560,9.11,0.29
Dull619,40,rve468,cR,100,30.74,9966,14.28,0.2
Dull619,41,rve468,cR,100,29.2,4504,9.5,0.24
Dull619,42,rve468,cR,100,30.71,10720,12.42,0.31
Dull619,43,rve468,cR,100,29.81,14850,10.53,0.19
Dull619,44,rve468,cR,100,30.4,5683,13.07,0.3
Dull619,45,rve468,cR,100,30.88,11590,-14.84,0.27
Dull619,46,rve468,cR,100,28.66,13760,9.13,0.12
Dull619,47,rve468,cR,100,28.78,10860,10.2,0.23
Dull619,48,rve468,cR,100,28.4,12740,11.07,0.21
Dull619,49,rve468,cR,100,30.76,5055,-15.06,0.27
Dull619,50,rve468,cR,100,28.71,6040,9.69,0.18
Dull619,51,rve468,cR,100,29.68,13040,12.34,0.19
Dull619,52,rve468,cR,100,31.27,3106,-14.24,0.29
Dull619,53,rve468,cR,100,28.75,10860,9.82,0.14
Dull619,54,rve468,cR,100,28.95,4692,7.97,0.22
Dull619,286,rve468,cR,10,31.04,1782,12.23,0.11
Dull619,287,rve468,cR,10,31.72,3714,15.21,0.1
Dull619,288,rve468,cR,10,30.92,2068,12.45,0.2
Dull619,289,rve468,cR,10,28.76,2798,6.29,0.31
Dull619,290,rve468,cR,10,31.29,3712,14.11,0.12
Dull619,291,rve468,cR,10,31.33,3381,13.37,0.1
Dull619,292,rve468,cR,10,30.94,4489,13.25,0.14
Dull619,293,rve468,cR,10,31.28,2637,14.51,0.15
Dull619,294,rve468,cR,10,30.54,10050,10.69,0.24
Dull619,295,rve468,cR,10,31.26,8759,13.73,0.2
Dull619,296,rve468,cR,10,30.95,2931,13.03,0.14
Dull619,297,rve468,cR,10,31.26,5431,14.38,0.12
Dull619,298,rve468,cR,10,30.04,1937,11.39,0.3
Dull619,299,rve468,cR,10,31.45,1845,14.94,0.21
Dull619,300,rve468,cR,10,30.71,4592,13.27,0.17
Dull619,301,rve468,cR,10,30.88,2354,13.47,0.18
Dull619,302,rve468,cR,10,30.22,1825,12.2,0.2
Dull619,303,rve468,cR,10,26.38,2288,3.84,0.79
Dull620,78,rve468,cB,100,31.09,17570,13.5,0.27
Dull620,79,rve468,cB,100,30.7,12410,-14.8,0.37
Dull620,80,rve468,cB,100,24.05,13040,-4.31,0.6
Dull620,81,rve468,cB,100,31.25,13310,15.54,0.19
Dull620,82,rve468,cB,100,30.73,13010,13.16,0.59
Dull620,83,rve468,cB,100,34.02,4583,-13.58,0.61
Dull620,84,rve468,cB,100,31.59,22040,-15.78,0.27
Dull620,85,rve468,cB,100,28.68,22570,8.97,0.31
Dull620,86,rve468,cB,100,30.78,16690,14.69,0.35
Dull620,87,rve468,cB,100,26.19,17610,1.69,0.4
Dull620,88,rve468,cB,100,31.35,18540,15.07,0.17
Dull620,89,rve468,cB,100,29.38,22030,9.72,0.32
Dull620,90,rve468,cB,100,30.6,21110,12.91,0.56
Dull620,91,rve468,cB,100,31.94,25780,15.87,0.19
Dull620,92,rve468,cB,100,27.94,28080,7.21,0.34
Dull620,93,rve468,cB,100,32.04,15900,-15.6,0.33
Dull620,94,rve468,cB,100,31.62,13330,14.53,0.23
Dull620,330,rve468,cB,1,31.39,10980,11.17,0.31
Dull620,331,rve468,cB,1,31.05,6866,11.95,0.29
Dull620,332,rve468,cB,1,27.68,6787,5.19,0.24
Dull620,333,rve468,cB,1,31.32,4281,14.01,0.43
Dull620,334,rve468,cB,1,30.07,6619,9.99,0.19
Dull620,335,rve468,cB,1,31.14,6004,11.45,0.2
Dull620,336,rve468,cB,1,28.63,9130,5.62,0.52
Dull620,337,rve468,cB,1,29.98,14290,6.56,0.15
Dull620,338,rve468,cB,1,29.5,8903,7.32,0.16
Dull620,339,rve468,cB,1,28.59,9414,5.42,0.21
Dull620,340,rve468,cB,1,29.85,13610,9.79,0.13
Dull620,341,rve468,cB,1,30.1,16910,6.99,0.25
Dull620,342,rve468,cB,1,27.66,7904,4.15,0.48
Dull620,343,rve468,cB,1,28.74,16660,5.94,0.18
Dull620,344,rve468,cB,1,27.37,10410,5.15,0.2
Dull620,345,rve468,cB,1,26.23,10480,0.86,0.19
Dull620,346,rve468,cB,1,29.55,13410,8.68,0.41
Dull620,347,rve468,cB,1,30.16,13500,10.72,0.22
Dull621,97,rve468,cR,200,28.85,9653,8.96,0.26
Dull621,98,rve468,cR,200,26.75,8615,3.47,0.25
Dull621,99,rve468,cR,200,28.88,8167,9.05,0.35
Dull621,100,rve468,cR,200,31.12,15130,14.68,0.33
Dull621,101,rve468,cR,200,30.27,5408,13.07,0.5
Dull621,102,rve468,cR,200,27.96,5903,6.2,0.86
Dull621,103,rve468,cR,200,29.91,21550,12.27,0.13
Dull621,104,rve468,cR,200,26.87,5785,4.32,0.53
Dull621,105,rve468,cR,200,29.41,14380,11.53,0.18
Dull621,106,rve468,cR,200,29.04,11210,10.3,0.3
Dull621,107,rve468,cR,200,28.06,10600,6.36,0.34
Dull621,108,rve468,cR,200,30.71,21160,15.3,0.58
Dull621,109,rve468,cR,200,30.61,7597,12.99,0.13
Dull621,110,rve468,cR,200,30.23,9320,11.23,0.25
Dull621,111,rve468,cR,200,30.34,16320,12.71,0.31
Dull621,112,rve468,cR,200,29.21,12650,11.5,0.23
Dull621,113,rve468,cR,200,29.48,17800,10.85,0.2
Dull621,114,rve468,cR,200,29.55,14970,10.5,0.16
Dull621,226,rve468,cR,1,31.27,5709,10.43,0.48
Dull621,227,rve468,cR,1,30.31,7408,10.14,0.22
Dull621,228,rve468,cR,1,32.23,8434,16.05,0.21
Dull621,229,rve468,cR,1,31.31,11290,11.15,0.21
Dull621,230,rve468,cR,1,31.26,14280,12.97,0.19
Dull621,231,rve468,cR,1,32.15,16780,13.48,0.25
Dull621,232,rve468,cR,1,31.03,12160,11.68,0.19
Dull621,233,rve468,cR,1,31.52,13720,12.51,0.22
Dull621,234,rve468,cR,1,31.85,7425,13.91,0.2
Dull621,235,rve468,cR,1,31.06,27350,11.76,0.16
Dull621,236,rve468,cR,1,30.28,9626,9.57,0.28
Dull621,237,rve468,cR,1,30.59,25050,11.25,0.12
Dull621,238,rve468,cR,1,30.98,25480,10.33,0.33
Dull621,239,rve468,cR,1,30.97,14830,10.32,0.18
Dull621,240,rve468,cR,1,31.15,32380,11.32,0.23
Dull621,241,rve468,cR,1,31.45,29170,12.92,0.19
Dull621,242,rve468,cR,1,31.04,28290,12.56,0.2
Dull621,243,rve468,cR,1,31.67,29380,13.49,0.2
Dull622,1,rve468,cB,1,29.94,437.7,13.6,0.49
Dull622,2,rve468,cB,1,28.39,649.2,11.28,0.36
Dull622,3,rve468,cB,1,28.33,321.5,9.9,0.77
Dull622,4,rve468,cB,1,27.88,1257,8.31,0.28
Dull622,5,rve468,cB,1,28.85,3037,6.11,0.19
Dull622,6,rve468,cB,1,NA,NA,NA,NA
Dull622,7,rve468,cB,1,30.03,4649,10.67,0.34
Dull622,8,rve468,cB,1,28.54,809.1,7.57,0.49
Dull622,9,rve468,cB,1,28.87,719.5,-12.7,0.36
Dull622,10,rve468,cB,1,34,3853,-13.69,0.39
Dull622,11,rve468,cB,1,29.71,2465,11.12,0.34
Dull622,12,rve468,cB,1,29.87,2002,11.44,0.43
Dull622,13,rve468,cB,1,30.32,644,-13,0.62
Dull622,222,rve468,cB,10,22.42,1104,-1.83,0.79
Dull622,223,rve468,cB,10,30.11,1496,13.8,0.27
Dull622,224,rve468,cB,10,27.27,2640,3.59,0.54
Dull622,225,rve468,cB,10,32.01,3877,-13.87,0.26
Dull622,226,rve468,cB,10,32.02,6345,-12.95,0.24
Dull622,227,rve468,cB,10,31.62,1619,-14.71,0.27
Dull622,228,rve468,cB,10,31.11,1160,-14.68,0.27
Dull622,229,rve468,cB,10,28.97,1002,7.85,0.34
Dull622,230,rve468,cB,10,32.59,1143,-14.67,0.18
Dull622,231,rve468,cB,10,16.63,821.3,-7.64,0.95
Dull622,232,rve468,cB,10,32.04,1625,-14.92,0.2
Dull622,233,rve468,cB,10,31.15,1320,13.85,0.31
Dull622,234,rve468,cB,10,31.77,421.5,15.83,0.45
Dull622,358,rve468,cB,100,29.25,2710,11.51,0.29
Dull622,359,rve468,cB,100,32.38,2556,14.68,0.43
Dull622,360,rve468,cB,100,29.76,2638,9.41,0.18
Dull622,361,rve468,cB,100,29.94,2193,13.49,0.24
Dull622,362,rve468,cB,100,29.04,5507,10.56,0.22
Dull622,363,rve468,cB,100,30.1,1320,11.26,0.49
Dull622,364,rve468,cB,100,28.82,4118,8.7,0.18
Dull622,365,rve468,cB,100,29.41,1487,9.88,0.24
Dull622,366,rve468,cB,100,31.07,2218,11.71,0.24
Dull622,367,rve468,cB,100,29.09,3783,11.4,0.18
Dull622,368,rve468,cB,100,30.41,1720,12.89,0.22
Dull622,369,rve468,cB,100,30.36,4933,10.78,0.14
Dull622,421,rve468,cB,200,32.42,1122,14.04,0.22
Dull622,422,rve468,cB,200,31.09,3218,-15.53,0.32
Dull622,423,rve468,cB,200,32.24,3108,13.58,0.21
Dull622,424,rve468,cB,200,29.86,3081,11.38,0.29
Dull622,425,rve468,cB,200,27.71,4858,6.72,0.21
Dull622,426,rve468,cB,200,28.93,2650,9.32,0.34
Dull622,427,rve468,cB,200,28.78,3261,7.62,0.21
Dull622,428,rve468,cB,200,29.63,3886,8.86,0.26
Dull622,429,rve468,cB,200,27.49,7293,7.41,0.23
Dull622,430,rve468,cB,200,29.13,2052,8.23,0.27
Dull622,431,rve468,cB,200,29.33,3173,10.51,0.36
Dull622,432,rve468,cB,200,28.59,2453,8.18,0.34
Dull622,433,rve468,cB,200,31.93,6491,13.03,0.17
Dull624,107,rve468,cR,1,30.39,9204,7.08,0.15
Dull624,108,rve468,cR,1,32.95,14590,11.51,0.22
Dull624,109,rve468,cR,1,31.36,16300,7.18,0.14
Dull624,110,rve468,cR,1,32.36,15650,10.78,0.25
Dull624,111,rve468,cR,1,31.26,13460,8.07,0.19
Dull624,112,rve468,cR,1,32.71,15060,12.23,0.13
Dull624,113,rve468,cR,1,32.57,8621,12.03,0.12
Dull624,114,rve468,cR,1,31.76,4131,10.42,0.26
Dull624,115,rve468,cR,1,32.59,13650,12.31,0.16
Dull624,116,rve468,cR,1,31.67,12080,11.25,0.16
Dull624,117,rve468,cR,1,31.68,22420,9.88,0.15
Dull624,118,rve468,cR,1,31.41,3214,5.92,0.48
Dull624,119,rve468,cR,1,31.71,7878,8.62,0.46
Dull624,184,rve468,cR,10,31.76,6446,8.97,0.14
Dull624,185,rve468,cR,10,32.11,9067,10.86,0.1
Dull624,186,rve468,cR,10,26.8,5113,-1.97,0.35
Dull624,187,rve468,cR,10,29.01,15610,5.15,0.32
Dull624,188,rve468,cR,10,30.76,12320,8.48,0.28
Dull624,189,rve468,cR,10,32.36,17150,13.07,0.09
Dull624,190,rve468,cR,10,31.53,16130,10.32,0.24
Dull624,191,rve468,cR,10,31.4,12300,10.6,0.22
Dull624,192,rve468,cR,10,31.2,13550,9.01,0.22
Dull624,193,rve468,cR,10,31.99,11070,11.44,0.24
Dull624,194,rve468,cR,10,31.13,13660,6.94,0.16
Dull624,195,rve468,cR,10,31.44,5266,7.62,0.55
Dull624,196,rve468,cR,10,31.23,4697,7.77,0.33
Dull624,323,rve468,cR,100,29.39,7667,9.05,0.28
Dull624,324,rve468,cR,100,30.63,11400,10.54,0.16
Dull624,325,rve468,cR,100,31.35,10140,10.6,0.23
Dull624,326,rve468,cR,100,30.35,6966,9.02,0.21
Dull624,327,rve468,cR,100,30.01,12410,8.45,0.34
Dull624,328,rve468,cR,100,31.44,12130,11.28,0.17
Dull624,329,rve468,cR,100,30.99,15990,9.89,0.27
Dull624,330,rve468,cR,100,29.46,8868,7.13,0.21
Dull624,331,rve468,cR,100,32.5,2754,11.66,0.56
Dull624,332,rve468,cR,100,29.46,17710,8.94,0.15
Dull624,333,rve468,cR,100,28.97,13410,6.43,0.1
Dull624,334,rve468,cR,100,28.58,14660,4.68,0.17
Dull624,335,rve468,cR,100,29.09,12390,5.27,0.1
Dull625,113,rve468,cR+cB,1,33.07,4719,-16.27,0.36
Dull625,114,rve468,cR+cB,1,31.4,6824,13.39,0.37
Dull625,115,rve468,cR+cB,1,29.98,29510,11.71,0.28
Dull625,116,rve468,cR+cB,1,31.28,30780,14.2,0.28
Dull625,117,rve468,cR+cB,1,30.08,20300,13.05,0.2
Dull625,118,rve468,cR+cB,1,29.58,12620,10.5,0.26
Dull625,119,rve468,cR+cB,1,29.58,19910,9.39,0.24
Dull625,120,rve468,cR+cB,1,33.53,6860,-14.84,0.31
Dull625,121,rve468,cR+cB,1,32.59,6738,-16.14,0.23
Dull625,122,rve468,cR+cB,1,29.65,17000,11.04,0.4
Dull625,123,rve468,cR+cB,1,29.06,17540,9.34,0.14
Dull625,124,rve468,cR+cB,1,30.83,38770,12.72,0.25
Dull625,125,rve468,cR+cB,1,30.16,21150,12.29,0.26
Dull625,186,rve468,cR+cB,10,30.79,6538,13.52,0.35
Dull625,187,rve468,cR+cB,10,29.38,8268,10.79,0.17
Dull625,188,rve468,cR+cB,10,28.09,16210,8.28,0.12
Dull625,189,rve468,cR+cB,10,29.02,31220,10.06,0.16
Dull625,190,rve468,cR+cB,10,31.14,6820,12.69,0.34
Dull625,191,rve468,cR+cB,10,28.4,10030,9.96,0.16
Dull625,192,rve468,cR+cB,10,28.72,19900,8.7,0.2
Dull625,193,rve468,cR+cB,10,29.08,20510,8.38,0.29
Dull625,194,rve468,cR+cB,10,28.71,16080,9.61,0.13
Dull625,195,rve468,cR+cB,10,29,23840,9.13,0.23
Dull625,196,rve468,cR+cB,10,27.77,14050,6.6,0.21
Dull625,197,rve468,cR+cB,10,28.18,21270,8.83,0.12
Dull625,198,rve468,cR+cB,10,29.38,7303,10.08,0.18
Dull625,325,rve468,cR+cB,100,28.58,19730,8.33,0.13
Dull625,326,rve468,cR+cB,100,29.71,11880,11.65,0.22
Dull625,327,rve468,cR+cB,100,34.63,4297,-15.09,0.49
Dull625,329,rve468,cR+cB,100,29.15,6997,10.02,0.19
Dull625,330,rve468,cR+cB,100,33,4052,16.39,0.27
Dull625,331,rve468,cR+cB,100,28.78,15800,9.24,0.14
Dull625,332,rve468,cR+cB,100,29.06,23100,10.76,0.17
Dull625,333,rve468,cR+cB,100,29.49,16800,10.49,0.18
Dull625,334,rve468,cR+cB,100,28.73,20870,9.43,0.19
Dull625,335,rve468,cR+cB,100,31.4,18660,14.77,0.24
Dull625,336,rve468,cR+cB,100,29.35,20060,10.76,0.19
Dull625,337,rve468,cR+cB,100,34.58,6423,-13.89,0.14
Dull625,529,rve468,cR+cB,200,33.42,21100,-16.52,0.11
Dull625,530,rve468,cR+cB,200,29.09,18960,9.34,0.2
Dull625,531,rve468,cR+cB,200,31.66,11680,14.72,0.33
Dull625,532,rve468,cR+cB,200,34.13,8884,-12.6,0.32
Dull625,533,rve468,cR+cB,200,30.58,17500,12.78,0.24
Dull625,534,rve468,cR+cB,200,32.47,11450,15.31,0.25
Dull625,535,rve468,cR+cB,200,31.8,4519,14.56,0.46
Dull625,536,rve468,cR+cB,200,29.94,10410,11.73,0.32
Dull625,537,rve468,cR+cB,200,29.9,14470,11.05,0.29
Dull625,538,rve468,cR+cB,200,33.24,18490,-15.33,0.13
Dull625,539,rve468,cR+cB,200,32.57,12280,16.12,0.16
Dull625,540,rve468,cR+cB,200,33.05,8493,-14.45,0.37
Dull625,541,rve468,cR+cB,200,32.09,7324,15.16,0.25
Dull626,26,rve468,cR+cB,1,31.42,932.3,11.88,0.42
Dull626,27,rve468,cR+cB,1,32.04,2954,11.36,0.49
Dull626,28,rve468,cR+cB,1,31.91,4226,12.87,0.25
Dull626,29,rve468,cR+cB,1,34.03,1389,-11.93,0.9
Dull626,30,rve468,cR+cB,1,32.32,15350,15.23,0.09
Dull626,31,rve468,cR+cB,1,32.25,2011,-15.02,0.51
Dull626,32,rve468,cR+cB,1,31.43,4602,15.02,0.26
Dull626,33,rve468,cR+cB,1,33.88,3141,-14.71,0.56
Dull626,34,rve468,cR+cB,1,34.33,2354,-15.28,0.49
Dull626,35,rve468,cR+cB,1,21.58,1336,-9.33,0.79
Dull626,36,rve468,cR+cB,1,32.88,17560,-15.62,0.14
Dull626,37,rve468,cR+cB,1,34.39,12430,-11.8,0.19
Dull626,162,rve468,cR+cB,10,30.8,5410,12.13,0.21
Dull626,163,rve468,cR+cB,10,32.3,14590,-14.97,0.14
Dull626,164,rve468,cR+cB,10,32.35,10570,-16.17,0.71
Dull626,165,rve468,cR+cB,10,31.88,6742,-15.4,0.21
Dull626,166,rve468,cR+cB,10,30.49,6399,9.75,0.22
Dull626,167,rve468,cR+cB,10,30.83,3262,13.53,0.26
Dull626,168,rve468,cR+cB,10,30.3,8051,12.91,0.25
Dull626,169,rve468,cR+cB,10,31.58,21790,15.11,0.14
Dull626,170,rve468,cR+cB,10,29.46,5573,10.37,0.24
Dull626,171,rve468,cR+cB,10,28.38,7396,5.78,0.25
Dull626,172,rve468,cR+cB,10,29.07,2715,8.08,0.3
Dull626,379,rve468,cR+cB,100,32.17,4603,-13.93,0.1
Dull626,380,rve468,cR+cB,100,31.3,12790,13.82,0.15
Dull626,381,rve468,cR+cB,100,29.5,11240,9.99,0.24
Dull626,382,rve468,cR+cB,100,28.89,17010,10.66,0.2
Dull626,383,rve468,cR+cB,100,31.75,9053,13.84,0.11
Dull626,384,rve468,cR+cB,100,31.01,3426,12.98,0.26
Dull626,385,rve468,cR+cB,100,32.52,9451,-14.26,0.19
Dull626,386,rve468,cR+cB,100,31.71,13180,15.32,0.28
Dull626,387,rve468,cR+cB,100,31.79,7958,14.76,0.16
Dull626,388,rve468,cR+cB,100,32.51,1935,-16.01,0.33
Dull626,389,rve468,cR+cB,100,32.2,9694,16.01,0.13
Dull626,390,rve468,cR+cB,100,31.51,6503,15.27,0.2
Dull626,515,rve468,cR+cB,200,31.27,13820,15.24,0.19
Dull626,516,rve468,cR+cB,200,29.67,9566,10.77,0.24
Dull626,517,rve468,cR+cB,200,30.68,11850,14.22,0.27
Dull626,518,rve468,cR+cB,200,31.02,9468,13.72,0.2
Dull626,519,rve468,cR+cB,200,29.39,9483,9.11,0.29
Dull626,520,rve468,cR+cB,200,32.1,7887,-15.42,0.21
Dull626,521,rve468,cR+cB,200,31.9,11140,13.95,0.17
Dull626,522,rve468,cR+cB,200,28.67,11130,9.6,0.54
Dull626,523,rve468,cR+cB,200,28.53,9943,8.61,0.23
Dull626,524,rve468,cR+cB,200,28.52,17350,9.86,0.21
Dull626,525,rve468,cR+cB,200,29.37,8999,9.21,0.25
Dull626,526,rve468,cR+cB,200,33.68,1953,-8.86,0.79
Dull626,527,rve468,cR+cB,200,32.77,9626,15.66,0.15
Dull632,112,rve468,cB,1,29.76,6475,14.18,0.34
Dull632,113,rve468,cB,1,30.34,3282,-13.43,0.54
Dull632,114,rve468,cB,1,32.37,10500,-7.38,0.2
Dull632,115,rve468,cB,1,25.63,9507,6.39,0.28
Dull632,116,rve468,cB,1,28.26,4620,11.17,0.39
Dull632,117,rve468,cB,1,28.39,12000,13.54,0.2
Dull632,118,rve468,cB,1,30.62,6577,-14.53,0.39
Dull632,119,rve468,cB,1,29.2,15800,-13.38,0.21
Dull632,120,rve468,cB,1,27.95,11100,12.12,0.34
Dull632,121,rve468,cB,1,27.44,2520,3.97,0.57
Dull632,122,rve468,cB,1,28.52,15260,11.23,0.24
Dull632,123,rve468,cB,1,29.37,5382,10.77,0.22
Dull632,124,rve468,cB,1,31.32,5919,-13.66,0.39
Dull632,173,rve468,cB,10,27.29,9412,8.51,0.16
Dull632,174,rve468,cB,10,29.33,6646,14.58,0.27
Dull632,175,rve468,cB,10,26.83,1935,7.29,0.49
Dull632,176,rve468,cB,10,27.39,29880,11.29,0.14
Dull632,177,rve468,cB,10,27.28,17590,8.83,0.13
Dull632,178,rve468,cB,10,28.99,4628,11.78,0.21
Dull632,179,rve468,cB,10,30.52,12150,14.94,0.12
Dull632,180,rve468,cB,10,28.34,4776,11.58,0.27
Dull632,181,rve468,cB,10,28.04,7069,11.5,0.19
Dull632,182,rve468,cB,10,27.12,6551,8.86,0.32
Dull632,183,rve468,cB,10,31.19,7263,-12.21,0.23
Dull632,184,rve468,cB,10,30.31,25090,14.75,0.11
Dull632,185,rve468,cB,10,27.78,6030,11.58,0.15
Dull632,309,rve468,cB,100,27.76,5431,7.77,0.23
Dull632,310,rve468,cB,100,30.84,2752,15.23,0.17
Dull632,311,rve468,cB,100,30.63,4531,11.53,0.31
Dull632,312,rve468,cB,100,26.26,5202,7.53,0.34
Dull632,313,rve468,cB,100,28.75,15350,11.93,0.23
Dull632,314,rve468,cB,100,27.52,13100,7.69,0.23
Dull632,315,rve468,cB,100,30.34,3046,14.91,0.21
Dull632,316,rve468,cB,100,27.99,6852,9.11,0.23
Dull632,317,rve468,cB,100,33.02,12290,-12.22,0.31
Dull632,318,rve468,cB,100,22.8,1132,-2.41,0.6
Dull632,319,rve468,cB,100,31.48,11560,-11.36,0.28
Dull632,320,rve468,cB,100,34.55,5110,-8.43,0.34
Dull632,321,rve468,cB,100,30.84,11130,-13.65,0.3
Dull632,522,rve468,cB,200,28.9,6170,9.79,0.13
Dull632,523,rve468,cB,200,31.2,6915,15.39,0.32
Dull632,524,rve468,cB,200,33.41,2883,-14.54,0.79
Dull632,525,rve468,cB,200,33.88,4591,-11.36,0.41
Dull632,526,rve468,cB,200,33.12,5607,-10.38,0.55
Dull632,527,rve468,cB,200,30.34,12390,14.34,0.23
Dull632,528,rve468,cB,200,27.31,7521,7.23,0.26
Dull632,529,rve468,cB,200,29.16,7961,13.77,0.3
Dull632,530,rve468,cB,200,30.46,2532,-12.69,0.37
Dull632,531,rve468,cB,200,27.98,8415,8.05,0.23
Dull632,532,rve468,cB,200,31.91,4167,-14.14,0.44
Dull632,533,rve468,cB,200,32.07,6322,-14.68,0.53
Dull632,534,rve468,cB,200,31.21,4650,12.68,0.24
Dull633,14,rve468,cR,1,28.48,3675,10.65,0.61
Dull633,15,rve468,cR,1,30.64,1164,15.06,0.91
Dull633,16,rve468,cR,1,34.52,807.5,-14.03,0.72
Dull633,17,rve468,cR,1,25.7,724.5,9.37,0.44
Dull633,18,rve468,cR,1,32.19,2627,-16.06,0.49
Dull633,19,rve468,cR,1,25.52,1578,8.25,0.46
Dull633,20,rve468,cR,1,26.32,3838,12.62,0.29
Dull633,21,rve468,cR,1,25.86,1032,9.2,0.52
Dull633,22,rve468,cR,1,32.05,4562,-15.48,0.3
Dull633,23,rve468,cR,1,33.73,2579,-14.39,0.28
